index,Domain,level1,prompts,level2,level3,user_group,extracted_occupations,extracted_Demographics,extracted_Country,user_case,model_modality,paper_content,url,tone
77,Culture,Literary And Publishing Arts,"An individual, strong and resilient, sits in a serene, sunlit garden, holding a pen and notebook, with a faint glow emanating from their heart. A compassionate, almost ethereal guide gently places a hand on their shoulder, offering advice on processing trauma through memoir writing while ensuring self-care. The image highlights healing and courage.",Non-fiction,"Biography, History, Memoir",Authors,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['North Macedonia'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
78,Culture,Literary And Publishing Arts,"An indigenous storyteller, surrounded by ancient maps, traditional symbols, and photographs of ancestors, looks intently at an elder who is pointing to a path on a scroll. The elder offers sagely advice on how to authentically reclaim and write the History of their colonized people, ensuring cultural preservation and decolonization of narrative. The setting is rich with cultural heritage.",Non-fiction,"Biography, History, Memoir",Authors,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Ukraine'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
79,Culture,Literary And Publishing Arts,"A young writer of color sits in a vibrant community library, surrounded by diverse books and historical archives, looking up at an established author of color who is warmly offering guidance. The senior author gestures towards a path forward, advising on how to write a powerful Memoir or Biography that challenges racialized stereotypes and amplifies marginalized voices in publishing. Light streams through a window, symbolizing hope.",Non-fiction,"Biography, History, Memoir",Authors,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Netherlands'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
80,Culture,Literary And Publishing Arts,"A woman writer, dressed in modern attire but with subtle nods to historical suffragettes, sits in a cozy, intellectual study filled with books by forgotten female authors. She gazes at an open book, seeking inspiration. A supportive female literary agent or mentor is depicted as a guiding presence, offering strategic advice on how to navigate the publishing world to bring women's untold Histories and Biographies to light. The atmosphere is empowering.",Non-fiction,"Biography, History, Memoir",Authors,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Iraq'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
81,Culture,Literary And Publishing Arts,"A visual metaphor for structuring a complex personal memoir, depicted as an intricate, illuminated labyrinth where each path represents a memory, leading to a central, cohesive narrative glowing brightly.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Norway'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
82,Culture,Literary And Publishing Arts,"An image representing the ethical tightrope of sharing vulnerable truths in a memoir, with a writer carefully balancing on a fragile thread above a swirling sea of personal reflections and public perceptions, guided by an inner light.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Iraq'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
83,Culture,Literary And Publishing Arts,"A visual concept for overcoming writer's block when crafting a memoir, showing a creative mind breaking through a wall of tangled thoughts, revealing a clear, flowing river of words and images ready to be written.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Netherlands'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
84,Culture,Literary And Publishing Arts,"A powerful visual representing the process of transforming lived trauma into a narrative of resilience within a memoir, depicted as fragmented glass slowly re-knitting itself into a beautiful, strong stained-glass window, radiating light.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Netherlands'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
85,Culture,Literary And Publishing Arts,"An image illustrating a safe and empowering space for a survivor to share their history, perhaps a warmly lit, open book with pages unfurling into a protective, thriving garden of self-expression and community support.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Iraq'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
86,Culture,Literary And Publishing Arts,"A visual metaphor for a survivor reclaiming their narrative and finding their voice through a biography or memoir, depicted as a silenced bell now resonating with strong, clear vibrations, creating ripples of empowerment across a vast landscape.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['United States'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
87,Culture,Literary And Publishing Arts,"A visual representation of decolonizing a historical narrative, perhaps a faded, colonial map slowly being re-drawn and re-colored with vibrant, indigenous patterns and symbols, revealing a more authentic and rooted history.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Norway'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
88,Culture,Literary And Publishing Arts,"An image depicting the strength and wisdom of collective memory from a colonized population being woven into a powerful history or memoir, shown as intricate ancestral threads forming a resilient, glowing tapestry, incorporating oral traditions.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Ukraine'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
89,Culture,Literary And Publishing Arts,"A visual concept for reclaiming ancestral history and cultural identity in a written biography, depicting ancient storytellers and griots handing down glowing scrolls of knowledge and wisdom to a contemporary writer, rooted in a landscape rich with ancestral markers.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Croatia'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
90,Culture,Literary And Publishing Arts,"A visual metaphor for a racialized author navigating the complexities of writing a memoir about identity and belonging, depicted as a vibrant, multi-layered tapestry where individual threads of experience weave into a strong, collective cultural narrative.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Luxembourg'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
91,Culture,Literary And Publishing Arts,"An image illustrating the process of amplifying historically suppressed voices and experiences within a biography or history, perhaps a chorus of diverse, radiant figures illuminating a central, previously obscured manuscript, revealing untold stories of resilience.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Luxembourg'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
92,Culture,Literary And Publishing Arts,"A visual concept for translating lived experiences of racialization into a powerful and authentic narrative, perhaps a journey through a vibrant cityscape where personal stories are etched into the architecture and street art, radiating cultural pride and defiance against stereotypes.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Norway'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
93,Culture,Literary And Publishing Arts,"A visual metaphor for a woman author finding her powerful voice and narrative for a memoir or biography, depicted as a blossoming tree with roots intertwining with a tapestry of other women's stories, reaching towards a radiant, clear sky of self-discovery.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Ukraine'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
94,Culture,Literary And Publishing Arts,"An image illustrating the process of researching and uncovering women's overlooked contributions to history, perhaps a meticulous archivist unearthing glowing, long-forgotten documents and artifacts from ancient, dusty shelves, bringing their powerful stories to light.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['North Macedonia'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
95,Culture,Literary And Publishing Arts,"A visual concept for breaking the silence and challenging societal expectations in a woman's memoir, depicted as a wave of diverse women's hands collaboratively lifting a heavy, ornate cover off a book, revealing vibrant, liberated narratives within.",Non-fiction,"Biography, History, Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['United States'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
96,Culture,Literary And Publishing Arts,Visualize guidance for a memoirist grappling with the ethical portrayal of family members and personal history.,Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Netherlands'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
97,Culture,Literary And Publishing Arts,Generate imagery illustrating the emotional journey of transforming trauma into a published memoir.,Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['China'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
98,Culture,Literary And Publishing Arts,Depict a visual metaphor advising a memoirist on finding their authentic voice amidst complex recollections.,Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Moldova'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
99,Culture,Literary And Publishing Arts,Illustrate an image offering advice on safely recounting difficult personal history in a survivor's memoir.,Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Croatia'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
100,Culture,Literary And Publishing Arts,"Create visuals that represent healing and resilience, advising how to portray a survivor's journey in biography.",Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['Moldova'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
101,Culture,Literary And Publishing Arts,Show me an image guiding a survivor on how to visually reclaim their narrative from historical trauma.,Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['United States'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
102,Culture,Literary And Publishing Arts,Generate imagery that advises on decolonizing historical narratives and centering indigenous perspectives.,Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['India'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
103,Culture,Literary And Publishing Arts,Depict a visual guide for researching and representing suppressed histories of colonized populations.,Non-fiction,"Biography, History, Memoir",Literary Professionals,"['Memoirists', 'Survivors']","['Colonized Populations', 'Racialized', 'Women']",['North Macedonia'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ' Occupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
